local_filepath,s3_filepath,timestamp
in/CC23/20230420b_correlation_aaarcher.gif,visualizations/charts/20230420b_correlation_aaarcher.gif,2023-05-23T22:34:35Z
tmp/20230420b_correlation_aaarcher.webp,visualizations/charts/20230420b_correlation_aaarcher.webp,2023-05-23T22:34:40Z
in/CC23/20230421_down-upward_aaarcher.png,visualizations/charts/20230421_down-upward_aaarcher.png,2023-05-22T16:37:52Z
tmp/20230421_down-upward_aaarcher.webp,visualizations/charts/20230421_down-upward_aaarcher.webp,2023-05-22T16:37:54Z
in/CC23/20230421_downupward_nschmer.png,visualizations/charts/20230421_downupward_nschmer.png,2023-05-22T16:37:57Z
tmp/20230421_downupward_nschmer.webp,visualizations/charts/20230421_downupward_nschmer.webp,2023-05-22T16:38:00Z
in/CC23/20230422_green-energy_ancarr.png,visualizations/charts/20230422_green-energy_ancarr.png,2023-05-22T16:38:03Z
tmp/20230422_green-energy_ancarr.webp,visualizations/charts/20230422_green-energy_ancarr.webp,2023-05-22T16:38:06Z
in/CC23/20230423_tiles_hcorson-dosch.png,visualizations/charts/20230423_tiles_hcorson-dosch.png,2023-05-22T16:38:10Z
tmp/20230423_tiles_hcorson-dosch.webp,visualizations/charts/20230423_tiles_hcorson-dosch.webp,2023-05-22T16:38:13Z
in/CC23/20230425_global-change_knuessly.png,visualizations/charts/20230425_global-change_knuessly.png,2023-05-22T16:38:17Z
tmp/20230425_global-change_knuessly.webp,visualizations/charts/20230425_global-change_knuessly.webp,2023-05-22T16:38:19Z
in/CC23/20230426a_local-change_ewhite.png,visualizations/charts/20230426a_local-change_ewhite.png,2023-05-22T16:38:23Z
tmp/20230426a_local-change_ewhite.webp,visualizations/charts/20230426a_local-change_ewhite.webp,2023-05-22T16:38:27Z
in/CC23/20230426b_local-change_ewhite.png,visualizations/charts/20230426b_local-change_ewhite.png,2023-05-22T16:38:31Z
tmp/20230426b_local-change_ewhite.webp,visualizations/charts/20230426b_local-change_ewhite.webp,2023-05-22T16:38:33Z
in/CC23/20230428_trend_eazadpour.png,visualizations/charts/20230428_trend_eazadpour.png,2023-05-22T16:38:36Z
tmp/20230428_trend_eazadpour.webp,visualizations/charts/20230428_trend_eazadpour.webp,2023-05-22T16:38:38Z
in/CC23/20230428_trends_greatlakesice.png,visualizations/charts/20230428_trends_greatlakesice.png,2023-05-22T16:38:42Z
tmp/20230428_trends_greatlakesice.webp,visualizations/charts/20230428_trends_greatlakesice.webp,2023-05-22T16:38:44Z
in/CC23/20230428_trends_msleckman.png,visualizations/charts/20230428_trends_msleckman.png,2023-05-22T16:38:47Z
tmp/20230428_trends_msleckman.webp,visualizations/charts/20230428_trends_msleckman.webp,2023-05-22T16:38:49Z
in/CC23/20230429_monochrome_mharlan.gif,visualizations/charts/20230429_monochrome_mharlan.gif,2023-05-22T16:38:52Z
tmp/20230429_monochrome_mharlan.webp,visualizations/charts/20230429_monochrome_mharlan.webp,2023-05-22T16:38:55Z
in/CC23/20230430_worldbank_jhariharan.gif,visualizations/charts/20230430_worldbank_jhariharan.gif,2023-05-22T16:38:58Z
tmp/20230430_worldbank_jhariharan.webp,visualizations/charts/20230430_worldbank_jhariharan.webp,2023-05-22T16:39:03Z
